,Feature,OLS_Coef,P_Value,VIF
45,"(Interaction) Value_Pollutant: Diesel Particulate Matter_x_(Socioeconomic) Flag - the percentage of persons with no high school diploma is in the 90th percentile (1 = yes, 0 = no) [F_NOHSDP]",30.22618699205957,0.1186539103901085,6.028964587118179
178,SF_266,-30.200822873931106,0.09436430135585377,1.6183775382227024
287,SF_735,-30.087156909359948,0.08029671940543275,1.3467412027288355
272,SF_632,30.085412592563024,0.053803529725555584,1.363325209284817
249,SF_566,-30.032924810977317,0.057987375562126665,1.3176434875138963
150,SF_167,-29.72176485118898,0.14649286621266538,1.8378350302394575
115,SF_36,-29.52205557499023,0.2754586763830628,3.1434759379060595
212,SF_416,29.501206351089166,0.09862302370914014,1.4904339595888998
253,SF_578,-29.232762255012993,0.08249628509069905,1.3776370562597087
113,SF_33,-29.105078312243826,0.2885121033037345,3.0461032573128928
194,SF_333,29.009745771198457,0.10261409496741382,1.5098606791109122
225,SF_460,-28.987268553293326,0.075278456718781,1.4318229959111728
202,SF_362,-28.84868914809583,0.09131861668939015,1.4531501042150647
224,SF_459,28.82458103716953,0.0963928721427616,1.5452651682444147
269,SF_624,28.656774909480433,0.1353691327655993,1.5498298652713172
144,SF_151,-28.51896846548972,0.14631164549059666,1.9889021947363632
165,SF_223,-28.278492941599694,0.10396883628349553,1.5801634470906236
273,SF_646,28.243015015855782,0.0643637813516777,1.3314737574330981
107,SF_18,-28.10778378211064,0.17783901781800424,2.8974185953322977
124,SF_74,-28.001576176802978,0.1031231598188832,1.884671622995079
264,SF_606,-27.887434464378718,0.09912456536051677,1.4367924599153987
290,SF_740,-27.83541303843703,0.09944463754277956,1.3252915334173798
210,SF_405,27.76452297733264,0.1430576941635831,1.4689720781590434
137,SF_120,27.705830047392837,0.18571065518452792,1.8674037044205996
291,SF_745,-27.63681278290747,0.13444741283125358,1.3154671987242403
189,SF_303,-27.603239837588603,0.15669603477142102,1.6674927830975992
244,SF_552,27.317048386142105,0.12178779871941028,1.382956540629387
175,SF_256,27.310418488072163,0.14449033777797018,1.5519991710022303
110,SF_22,27.0518127243938,0.3185636919050515,3.684024161730108
197,SF_343,-26.742824502548235,0.14360215401956378,1.680852834978826
207,SF_385,26.554175151970313,0.1257890823122127,1.4553728843464346
227,SF_467,26.382484696074677,0.1377861773149716,1.516795670327063
256,SF_583,26.13607968008445,0.12169743325733282,1.434339848715166
270,SF_626,-25.665958862551634,0.10199446031155446,1.3613991014818398
149,SF_165,-25.334290630298867,0.16958162453483366,1.8557059478125884
136,SF_115,25.160460421663416,0.13750810768682167,1.704417591917742
168,SF_228,25.024111306621435,0.17720208096575057,1.5560746312894749
163,SF_221,24.360588731409052,0.13288057602811026,1.5675507937412185
292,SF_747,-23.89708325818585,0.1566852819952279,1.290304658912702
187,SF_295,-23.65820372300237,0.17821761095206676,1.6577821321770791
196,SF_339,-23.075169635544004,0.2611748313922659,1.7170306563040394
140,SF_131,-22.945809570585503,0.19630812602688283,1.6670155844745016
206,SF_384,-22.56298390735227,0.21927752371595366,1.5699724481259236
267,SF_615,22.497501816367237,0.18628706557573976,1.4154509414507017
183,SF_284,-22.120975613967975,0.23995025644569792,1.61973282900091
247,SF_562,22.109140910462614,0.14340514135300036,1.273518971171486
278,SF_664,-22.0865814223094,0.2034055954068558,1.3585619702266556
252,SF_576,-21.934585076710647,0.1999493713536422,1.4491474120763264
299,SF_787,-21.870787799356503,0.1850180905877114,1.247013672256211
281,SF_698,21.85064412391937,0.22204550084034974,1.3841502418360339
243,SF_551,21.51935605265087,0.21721622304554802,1.4486809801191043
286,SF_718,21.324496063263453,0.1294639371918843,1.1749102995365386
127,SF_84,-21.138322575913385,0.32422348353426855,2.3715303096019174
296,SF_760,21.08127778555142,0.19695039883493695,1.2714629086272347
147,SF_162,20.86847013083306,0.25846017224696427,1.8022007024834679
152,SF_172,-20.403316023076044,0.2674567455458971,1.5764675609819407
213,SF_420,-20.36871400950822,0.25352610374199885,1.5445472066156205
232,SF_490,-20.331447886036173,0.24490209951613404,1.418563573157299
195,SF_338,-20.185886246780292,0.32373426634465796,1.562903681403804
184,SF_288,19.879613899389682,0.26774514091132484,1.6105620826496851
274,SF_651,-19.77040787044594,0.28127274845142125,1.5020609600463548
201,SF_361,19.75645009039733,0.25404319478373705,1.4286699818627602
245,SF_557,19.686557233382153,0.2827409222775405,1.4165747178634431
126,SF_82,-19.59799784683135,0.32636141606497926,2.101420166655042
120,SF_47,19.15711701794685,0.41820584116221626,2.458164531885504
161,SF_216,-19.097540611914752,0.27630934734488277,1.6232740813100635
250,SF_570,18.510065136739613,0.24283740641711102,1.4357085203373388
135,SF_111,-18.25698594043495,0.4389438556881926,2.2938182826825586
254,SF_579,18.242935015505612,0.2515808198893295,1.4300448637619345
215,SF_430,18.198224074584722,0.1886213976546029,1.3861328757947968
209,SF_403,18.086239765917128,0.24709992270716935,1.3799906436457265
164,SF_222,-17.789560445067693,0.33162262129060593,1.709512035033272
295,SF_757,-17.25032877978436,0.2952975826261689,1.2561204908788228
128,SF_86,-17.12292630438836,0.38334783742932255,2.1496629261301603
132,SF_99,16.8487388828956,0.3704329545129522,1.9138251987524213
169,SF_230,16.70404292541498,0.3242510881952153,1.578988340175109
192,SF_326,16.66536735069247,0.28253396958994276,1.5071874233990112
185,SF_290,16.56209182840734,0.34529313598186295,1.5253234158892417
279,SF_680,16.362980252595197,0.3438648446256777,1.3720500101700377
208,SF_388,-16.341196812666766,0.37592193090738524,1.6696206698161173
193,SF_329,-16.29706624798638,0.3239611699201832,1.4889630696175609
236,SF_502,-16.286953522848087,0.3370006598484828,1.3772471472740564
146,SF_158,-15.901813332207283,0.433082263936729,2.030674946705529
158,SF_202,-15.870317995680594,0.27988653317762946,1.5382577424383912
260,SF_595,15.72085733875997,0.37177794908287864,1.4717564996553019
276,SF_659,-15.61480670979561,0.3764203249202889,1.4108498981213238
231,SF_481,15.58700589177468,0.392099041239373,1.61546378791361
121,SF_53,15.38695735729466,0.5023059204852007,2.324631743946145
228,SF_469,-14.698175113598865,0.4175282560140241,1.5685251114439476
275,SF_657,-14.472565053977831,0.41088425933527195,1.442874147837445
216,SF_432,-14.171915987126411,0.38607474286281984,1.3960952998841472
268,SF_621,14.130050581374862,0.4029189179577499,1.401103021062247
235,SF_501,14.009716097718783,0.40570337104016296,1.3852774212680274
294,SF_756,-13.759873398982176,0.4218575574746667,1.2651978261350538
133,SF_102,-13.625769773324652,0.5072408261051562,2.063680297392219
171,SF_245,-13.333307754370303,0.46547270636375526,1.6764355225062344
242,SF_544,13.25491586742001,0.44255559717855897,1.488409014821847
123,SF_69,13.14691829243343,0.565352095317784,2.4246942777120144
143,SF_150,-13.137125967361714,0.484034528916064,1.6506056125716406
265,SF_610,13.097844625138599,0.45142015622701137,1.4798249857436565
205,SF_380,12.695486477000301,0.48618081296370463,1.6230065833645317
234,SF_498,-12.584789571939645,0.445508008903458,1.414723877940464
177,SF_261,12.354513393866242,0.5035070115745864,1.748822596613561
198,SF_354,12.079207780702049,0.5207413007651487,1.5892983214570215
241,SF_539,11.784504485792546,0.5191978282596428,1.5017525112869514
172,SF_247,-11.662008849929641,0.5131809010172766,1.665061039454944
160,SF_212,11.44179069690302,0.4943459533817679,1.6029124198437248
203,SF_366,11.345096773815232,0.49090909423985085,1.344799583160125
47,"(Interaction) Value_Pollutant: 1,3-butadiene_x_Demographics => % Asian",-11.03092505237612,0.14342168948036949,4.279501140147387
204,SF_367,10.918782014692095,0.5612494749112625,1.6419747571927217
156,SF_183,10.768860664292337,0.4682705671880941,1.6185840572094503
103,SF_3,-10.67411981062535,0.4053751116294857,1.4905215671757508
188,SF_298,-10.577842177591414,0.5395091497206216,1.6336457178191397
257,SF_587,10.455431652744139,0.5376127712262644,1.4308543692480413
199,SF_355,10.242921383372538,0.5562882667301583,1.5031854341316901
239,SF_528,10.191473193694438,0.4822239354770198,1.3682406359212904
145,SF_155,10.161261482793005,0.6389214125616935,2.091642248269362
200,SF_356,10.160685286618044,0.5687146649412418,1.5548814630437506
297,SF_771,10.099635170272588,0.5503296824718356,1.2509698715582367
240,SF_533,-10.075083464295687,0.5317177013109942,1.4174811173550508
248,SF_563,9.752128965844285,0.6449288506652646,1.549982043404214
263,SF_605,9.467194255493737,0.5737674832193694,1.3485640252012148
262,SF_603,9.456349415082876,0.576120449405461,1.4231138620772148
46,"(Interaction) Value_Pollutant: 1,3-butadiene_x_Demographics => % African American",9.274973634183468,0.06273134867943894,9.416314857062366
283,SF_707,8.747745774410005,0.5924038628027388,1.2582878421934005
43,"(Interaction) Value_Pollutant: Acetaldehyde_x_(Socioeconomic) Flag - the percentage of persons with no high school diploma is in the 90th percentile (1 = yes, 0 = no) [F_NOHSDP]",-8.67106130536919,0.0008916464586245453,5.722212973926095
233,SF_493,8.57955601642049,0.6127275820846312,1.412213064262089
285,SF_715,7.935870378800898,0.6359654909426111,1.2912586937999013
37,(Housing Type/Transportation) Percentile percentage households with more people than rooms estimate [EPL_CROWD] (Lag),-7.659135788055131,0.024870846268104343,6.080168842638722
170,SF_238,-7.2665857013389115,0.7044079866552249,1.7941786143320004
219,SF_446,6.92140081258141,0.6967718330728028,1.5257223578480683
190,SF_304,-6.816548603413491,0.7025662551353211,1.630734646295953
277,SF_660,-6.718244181969311,0.7207195657901917,1.4397161113332084
53,(Interaction) Value_Pollutant: Acetaldehyde_x_Severe housing problems => Inadequate Facilities,-6.563554722730635,0.13606329939513961,83.85162022836178
191,SF_309,5.806565222662023,0.753936331922123,1.6505002005274558
50,(Interaction) Value_Pollutant: Carbon tetrachloride_x_Demographics => % African American,4.578501579364804,0.35193530845009535,10991.13167056386
167,SF_225,4.522045618608523,0.8185837969504788,1.8065882866794685
122,SF_61,3.531952849203684,0.8579455240550833,2.044443398798076
55,(Interaction) Value_Pollutant: Formaldehyde_x_Severe housing problems => Inadequate Facilities,3.428795033631753,0.26166704015008974,79.71861397967757
266,SF_614,3.29032537363023,0.8483600362953179,1.406383137447961
52,(Interaction) Value_Pollutant: Acetaldehyde_x_(Housing Type/Transportation) Percentile percentage households with more people than rooms estimate [EPL_CROWD],-3.269167056704356,0.13984019463549746,4.232522918640031
32,Income inequality => Income Ratio (Lag),-3.0081534823276073,0.035023035307634835,8.920623643471083
181,SF_280,2.693734443621625,0.8801337580984698,1.6039182251811575
51,"(Interaction) Value_Pollutant: 1,3-butadiene_x_Severe housing problems => Inadequate Facilities",-2.6284415706502386,0.9662877657291018,5.274016117029893
4,Percent Male => Total population => AGE => 85 years and over,-2.352268490515209,7.262620317036164e-05,2.860793064742192
12,Demographics => % African American,-1.9400400342010151,0.4386236557586026,10879.809491369295
155,SF_182,-1.3461793915499443,0.9445869703200305,1.8926143749118682
54,(Interaction) Value_Pollutant: Carbon tetrachloride_x_Severe housing problems => Severe Housing Cost Burden,1.2973896607028081,0.0685951856927815,27.623934584792565
229,SF_471,1.2646825659768837,0.9482172116537986,1.506662974214105
15,"(Housing Type/Transportation) Flag - the percentage of persons in institutionalize d group quarters is in the 90th percentile (1 = yes, 0 = no) [F_GROUPQ]",-1.2227572011737424,0.367659337315822,2.3033867542635105
3,Percent Male => Total population => AGE => 50 to 54 years,1.1333289282989396,0.030885863483829244,3.268925694017881
49,(Interaction) Value_Pollutant: Benzene_x_Demographics => % Hispanic,1.1235231326102038,0.00043704386639173106,6.119843461145134
211,SF_412,0.9818035612825682,0.957569152246139,1.6479328193016336
25,Percent Public Coverage => COVERAGE ALONE => Public insurance alone => Medicare coverage alone (Lag),-0.8900588771563083,0.047332586039052396,6.295953038393903
26,Percent => Total population => AGE => Under 5 years (Lag),0.8879169119329735,0.48855683141289163,13.304453308518122
31,Unemployment => % Unemployed (Lag),-0.7973843334787467,0.13089889288951045,7.374042187953193
44,(Interaction) Value_Pollutant: Benzene_x_Children in poverty => % Children in Poverty (White),-0.6432361493990396,0.007009339474181946,3.472552264785783
9,Life expectancy => Life Expectancy,-0.6115520296376283,0.011061117561544789,6.864493209587273
2,Percent => Total population => AGE => 60 to 64 years,0.5967016890360759,0.14613704400647928,3.903826686343581
10,Diabetes prevalence => % Diabetic,0.5659176767509531,0.019934110647576553,5.725371771113719
48,(Interaction) Value_Pollutant: Benzene_x_Demographics => % African American,0.47427647527992034,0.08514564306880863,7.667890018366902
95,(Interaction) (Minority Status/Language) Sum of flags for Minority Status/Languag e theme [F_THEME3]_x_Uninsured children => % Uninsured,-0.459252458740319,0.01092115886729657,3.201271270292689
38,"(Household Composition/Disability) Flag - the percentage of persons with a disability is in the 90th percentile (1 = yes, 0 = no) 2018 DESCRIPTION [F_DISABL] (Lag)",-0.40752685346304984,0.8892467141456095,4.7093262832036915
28,Percent Public Coverage => COVERAGE ALONE OR IN COMBINATION => VA care coverage alone or in combination => 65 years and over (Lag),-0.3689235456858474,0.15211162601765765,5.219367237206419
22,Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Direct-purchase insurance alone or in combination => Under 19 (Lag),-0.3662822822014029,0.026935900998431433,3.72784105795908
14,Demographics => % Female,0.31354215846097955,0.1515779620134369,3.0400217560951823
23,Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Tricare/military  insurance alone or in combination => 65 years and over (Lag),0.27252548960778,0.10892932606567571,3.303825452763491
162,SF_220,-0.24354260173902276,0.9883438131869972,1.6770201969073115
34,Severe housing problems => Severe Housing Cost Burden (Lag),0.19950704889401893,0.4803375478430246,10.58855420323153
29,Adult smoking => % Smokers (Lag),-0.18025702001693905,0.4983478961302553,11.5908281935055
13,Demographics => % American Indian/Alaskan Native,-0.10635020904757468,0.32385296130909824,3.6499370013484267
65,(Interaction) Income inequality => Income Ratio_x_Excessive drinking => % Excessive Drinking,-0.10261810228775216,0.004422976754218982,5.486488505201378
33,Social associations => Association Rate (Lag),-0.09653532368049955,0.44974433450722584,6.854410324430573
36,"(Minority Status/Language) Percentile percentage of persons (age 5+) who speak English ""less than well"" estimate [EPL_LIMENG] (Lag)",0.07923459831408142,0.9806248449047318,7.646013621368714
8,Injury deaths => Injury Death Rate,0.06462664998278356,0.00712747251833247,4.637312797133392
27,Percent Public Coverage => COVERAGE ALONE OR IN COMBINATION => Medicare coverage alone or in combination => 65 years and over (Lag),0.05850669321867119,0.7318600066250796,8.82726235947898
6,Children in single-parent households => % Single-Parent Households,0.04408843514143293,0.5442206703645346,6.226448775821003
83,"(Interaction) (Household Composition/Disability) Flag - the percentage of persons aged 65 and older is in the 90th percentile (1 = yes, 0 = no) [F_AGE65]_x_Other primary care providers => Other PCP Rate",0.04124630639451596,0.04485574485690144,3.87562346071437
21,Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Employer-based insurance alone or in combination => 65 years and over (Lag),-0.038820308076224705,0.6396131006781411,7.708049395291137
5,Flu vaccinations => % Vaccinated,0.03451195911111345,0.44305149912796915,2.739246028364897
16,Alcohol-impaired driving deaths => # Driving Deaths (per 100k),-0.03301674617387308,2.65760439344952e-07,2.756043359398936
102,(Interaction) Percent Public Coverage => COVERAGE ALONE OR IN COMBINATION => Medicare coverage alone or in combination => Under 19_x_Percent Private Coverage => Civilian noninstitutionalized population => PRIVATE INSURANCE ALONE OR IN COMBINATION => Below 138 percent of the poverty threshold,0.021686987414774726,0.559396156760749,9.374381860402982
59,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => PRIVATE INSURANCE ALONE OR IN COMBINATION => Below 138 percent of the poverty threshold_x_Severe housing problems => Overcrowding,-0.021358982178388074,0.05217196063392721,3.5267876978521144
24,Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => 65 to 74 years (Lag),-0.020970549614572287,0.8598802519273553,5.811312722876681
90,"(Interaction) (Household Composition/Disability) Sum of flags for Household Composition theme [F_THEME2]_x_Respiratory Therapist per 100,000 population",-0.018767119246371776,0.39251241648082913,3.6464967855826753
35,Demographics => % Rural (Lag),0.01665168989415819,0.6068961098498875,6.986847871903685
97,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Direct-purchase insurance alone or in combination => Under 19_x_Children in poverty => % Children in Poverty,0.016597185724554094,0.0008711472661756792,2.9127653009576764
101,(Interaction) Percent Public Coverage => COVERAGE ALONE OR IN COMBINATION => Medicare coverage alone or in combination => Under 19_x_Children eligible for free or reduced price lunch => % Free or Reduced Lunch,0.014974226675174411,0.38431078627147663,12.63805531020306
84,"(Interaction) (Household Composition/Disability) Flag - the percentage of persons aged 65 and older is in the 90th percentile (1 = yes, 0 = no) [F_AGE65]_x_Primary care physicians => PCP Rate",0.01412844526704007,0.5899487085088682,4.358951844494455
58,(Interaction) Children in poverty => % Children in Poverty_x_Severe housing problems => Severe Housing Cost Burden,0.013040253021930522,0.2607688322671646,39.677606216105524
86,(Interaction) (Household Composition/Disability) Percentile percentage of civilian noninstitutiona lized population with a disability estimate 2018 DESCRIPTION [EPL_DISABL]_x_Primary care physicians => PCP Rate,0.012472901368060688,0.7446361444768916,9.010503363577165
57,(Interaction) Children in poverty => % Children in Poverty_x_(Housing Type/Transportation) Percentage of households with no vehicle available estimate [EP_NOVEH],0.012319841263793846,0.4205212539338288,68.33597491842008
88,(Interaction) (Household Composition/Disability) Percentile ranking for Household Composition theme summary [RPL_THEME2]_x_Primary care physicians => PCP Rate,0.012008478249979304,0.7422458290341233,7.456717138871841
62,(Interaction) Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => Below 138 percent of the poverty threshold_x_Severe housing problems => Severe Housing Cost Burden,-0.011688314290894241,0.012882062983106665,28.88138680144775
7,Violent crime => Violent Crime Rate,0.007673789381137488,0.0009020854219024753,3.0917151101415423
61,(Interaction) Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => At or above 138 percent of the poverty threshold_x_Severe housing problems => Severe Housing Cost Burden,-0.007419099030750328,0.4847171340220755,46.090426231990755
94,"(Interaction) (Minority Status/Language) Percentile ranking for Minority Status/Languag e theme [RPL_THEME3]_x_M.D per 100,000 population",0.007322700873468018,0.33616604026200136,7.267545088983271
68,"(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Direct-purchase insurance alone or in combination => 19 to 64 years_x_Respiratory Therapist per 100,000 population",0.0039586117184156715,0.24927706184555498,8.019207955769907
74,"(Interaction) Percent Public Coverage => COVERAGE ALONE OR IN COMBINATION => Medicare coverage alone or in combination => Under 19_x_M.D per 100,000 population",-0.0038042669155724292,0.46483904188469827,22.33127341658577
42,"(Interaction) Value_Pollutant: 1,3-butadiene_x_Median household income => Household income (Hispanic)",-0.0037070583821576385,0.04339292768906122,6.805885882862936
17,Sexually transmitted infections => # Chlamydia Cases (per 100k),0.003148458918082766,0.26587520926283065,4.424743258723284
99,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Employer-based insurance alone or in combination => Under 19_x_Children in poverty => % Children in Poverty,0.00304882071424961,0.37106917216323676,11.249035661644145
70,"(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => PRIVATE INSURANCE ALONE OR IN COMBINATION => Below 138 percent of the poverty threshold_x_Respiratory Therapist per 100,000 population",-0.002702857842870049,0.16268370047672348,14.032443651084606
96,(Interaction) Percent Female => Total population => AGE => Under 5 years_x_Percent Private Coverage => Civilian noninstitutionalized population => PRIVATE INSURANCE ALONE OR IN COMBINATION => Below 138 percent of the poverty threshold,-0.0021726039459426813,0.8232669748562842,6.714191544883696
11,HIV prevalence => HIV Prevalence Rate,0.001918817553899708,0.4577380219134801,4.1782885175291975
67,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Direct-purchase insurance alone or in combination => 19 to 64 years_x_Other primary care providers => Other PCP Rate,-0.0017117414300902578,0.1083661215562356,10.478558663495305
77,(Interaction) Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => 45 to 54 years_x_Dentists => # Dentists (per 100k),0.0016147724974619252,0.013906242011491215,2.880015959339408
64,(Interaction) Children in poverty => % Children in Poverty (Black)_x_Adult smoking => % Smokers,-0.0014225325694452932,0.10464544613852013,2.083507359196297
72,"(Interaction) Percent Public Coverage => COVERAGE ALONE => Public insurance alone => VA care coverage alone_x_Respiratory Therapist,  Total (State Level File)",-0.0013872250739992782,0.3714278047993983,47.28930827882868
69,"(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => PRIVATE INSURANCE ALONE OR IN COMBINATION => 75 years and over_x_Respiratory Therapist per 100,000 population",-0.0012678911403056746,0.21235870871375048,6.945213034241237
30,Preventable hospital stays => Preventable Hosp. Rate (Lag),-0.00118479368743148,0.01644060008892617,7.220853579626264
19,"(General) Population estimate, 2014-2018 ACS [E_TOTPOP] (per 100k)",0.0009947339635847448,0.012487069483833267,2.7365732208094817
80,"(Interaction) (Housing Type/Transportation) Percentage of households with no vehicle available estimate [EP_NOVEH]_x_M.D per 100,000 population",0.0006530901548038248,0.45469156958536006,31.014185125475603
60,(Interaction) Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => At or above 138 percent of the poverty threshold_x_(Housing Type/Transportation) Percentage of households with no vehicle available estimate [EP_NOVEH],-0.0005639421272274001,0.9658138349438556,56.06922426265482
39,Children in single-parent households => # Households (per 100k) (Lag),-0.0005636212515417216,0.2094631976500813,16.697690332626372
85,"(Interaction) (Household Composition/Disability) Flag - the percentage of persons with a disability is in the 90th percentile (1 = yes, 0 = no) 2018 DESCRIPTION [F_DISABL]_x_Respiratory Therapist,  Total (State Level File)",-0.0005380135397117864,0.28077792676819985,2.7881820493956737
100,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => PRIVATE INSURANCE ALONE OR IN COMBINATION => Under 6_x_Children in poverty => % Children in Poverty,0.0004120805840438103,0.8467643929870317,5.238508601653403
78,(Interaction) Uninsured children => % Uninsured_x_Other primary care providers => Other PCP Rate,0.0004035854448881911,0.8755060647155712,9.317157875038417
73,"(Interaction) Percent Public Coverage => COVERAGE ALONE OR IN COMBINATION => Medicaid/means-tested public coverage alone or in combination => 65 years and over_x_M.D per 100,000 population",0.0003704174750065732,0.30184128771523894,5.499618500336741
76,"(Interaction) Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => 35 to 44 years_x_M.D per 100,000 population",0.0003578882505140195,0.11659295711674697,7.232439033231314
71,"(Interaction) Percent Public Coverage => COVERAGE ALONE => Public insurance alone => VA care coverage alone_x_M.D., Active M.D. (County Level File)",0.0002718737441436897,0.1389726875677588,48.496983308949254
18,Demographics => Population (per 100k),-0.0002262389392616718,0.1568855705899451,1.7584855067303953
75,(Interaction) Percent Public Coverage => PUBLIC INSURANCE ALONE OR IN COMBINATION => 26 to 34 years_x_Mental health providers => MHP Rate,0.0001789373704723481,0.008584236508789514,2.4589084400769496
98,(Interaction) Percent Private Coverage => Civilian noninstitutionalized population => COVERAGE ALONE OR IN COMBINATION => Employer-based insurance alone or in combination => Under 19_x_Children eligible for free or reduced price lunch => % Free or Reduced Lunch,0.0001558734167751638,0.8705584503749703,4.32383889158118
